Isolate	AMIKACIN	AMOXICILLIN	CAPREOMYCIN	CIPROFLOXACIN	CYCLOSERINE	ETHAMBUTOL	ETHIONAMIDE	ISONIAZID	KANAMYCIN	MOXIFLOXACIN	OFLOXACIN	PARA_AMINOSALICYLIC_ACID	PROTHIONAMIDE	PYRAZINAMIDE	RIFAMPICIN	STREPTOMYCIN
SAMEA3447589						S		S						S	S	
SAMEA3447590						S		S						S	S	
SAMEA3447591						S		S						S	S	
SAMEA3447592						S		S						S	S	
SAMEA3447593						S		S						S	S	
SAMEA3447594						S		R						S	R	
SAMEA3447595						S		S						S	S	
SAMEA3447597						S		S						S	S	
SAMEA3447598						S		S						S	S	
SAMEA3447599						S		S							S	
SAMEA3447600						S		S						S	S	
SAMEA3447601						S		S						S	S	
SAMEA3447602						S		S						R	S	
SAMEA3447604						S		S						S	S	
SAMEA3447605						S		S						S	S	
SAMEA3447606						S		S						S	S	
SAMEA3447607						S		S						S	S	
SAMEA3447608						S		S						S	S	
SAMEA3447609						S		S							S	
SAMEA3447610						S		S						R	S	
SAMEA3447611						S		S						S	S	
SAMEA3447612						S		S						S	S	
SAMEA3447613						S		S						S	S	
SAMEA3447614						S		S						S	S	
SAMEA3447615						S		S						S	S	
SAMEA3447617						S		R						S	S	
SAMEA3447618						S		S						S	S	
SAMEA3447619						S		S						S	S	
SAMEA3447620						S		S						S	S	
SAMEA3447621						S		S						S	S	
SAMEA3447622						S		S						R	S	
SAMEA3447623						S		S						S	S	
SAMEA3447624						S		S						S	S	
SAMEA3447625								R						R	R	
SAMEA3447626						S		S						S	S	
SAMEA3447627						S		S						S	S	
SAMEA3447628						S		S						S	S	
SAMEA3447629						S		S						S	S	
SAMEA3447630						S		S						S	S	
SAMEA3447631						S		S						S	S	
SAMEA3447632						S		S						S	S	
SAMEA3447633						S		R						S	R	
SAMEA3447634						S		S						S	S	
SAMEA3447635						S		S						S	S	
SAMEA3447637						S		S						S	S	
SAMEA3447638						S		S							S	
SAMEA3447639						S		S						S	S	
SAMEA3447640						S		S							S	
SAMEA3447641						S		S						S	S	
SAMEA3447642						S		S						S	S	
SAMEA3447643						S		S						S	S	
SAMEA3447644						S		S						S	S	
SAMEA3447646						S		S							S	
SAMEA3447647						S		S						S	S	
SAMEA3447648						S		S						S	S	
SAMEA3447649						S		S						S	S	
SAMEA3447650						S		S						S	S	
SAMEA3447651						S		S						S	S	
SAMEA3447652						S		S						S	S	
SAMEA3447653						S		S							S	
SAMEA3447654						S		S						S	S	
SAMEA3447655						S		S						S	S	
SAMEA3448147						S		S						S	S	
SAMEA3448148						S		S						S	S	
SAMEA3448149						S		S						S	S	
SAMEA3448150						S		S						S	S	
SAMEA3448151						S		S						S	S	
SAMEA3448152						S		S						S	S	
SAMEA3448153						S		S						S	S	
SAMEA3448154						S		S						R	S	
SAMEA3448155						S		S						S	S	
SAMEA3448195						S		R						S	S	
SAMEA3448208						S		S						S	S	
SAMEA3448209						S		S						S	S	
SAMEA3448210						S		S						S	S	
SAMEA3448211						S		S						S	S	
SAMEA3448212						S		S						S	S	
SAMEA3448213						S		S						S	S	
SAMEA3448214						S		S						S	S	
SAMEA3448215						S		S						S	S	
SAMEA3448720						S		S						S	S	
SAMEA3448721						S		S						S	S	
SAMEA3448722						S		S						S	S	
SAMEA3448723						S		S						S	S	
SAMEA3448724						S		S						S	S	
SAMEA3448725						S		S						S	S	
SAMEA3448726						S		S						R	S	
SAMEA3448727						S		R						S	S	
SAMEA3448728						S		S							S	
SAMEA3448729						S		S						S	S	
SAMEA3448730						S		S						S	S	
SAMEA3448731						S		S						S	S	
SAMEA3448732						S		S						S	S	
SAMEA3448733						S		S						S	S	
SAMEA3448734						S		R						S	S	
SAMEA3448735						S		S						S	S	
SAMEA3448742						S		S							S	
SAMEA3448743								R						R	R	
SAMEA3448744						S		S						S	S	
SAMEA3448745						S		S						S	S	
SAMEA3448746						S		S						S	S	
SAMEA3448747						S		R						S	S	
SAMEA3448748						S		S						S	S	
SAMEA3448749						S		S						S	S	
SAMEA3448750						S		S						R	S	
SAMEA3448751						S		S							S	
SAMEA3448752						S		S						S	S	
SAMEA3448753						S		S						S	S	
SAMEA3448754						S		S						S	S	
SAMEA3448755						S		S						S	S	
SAMEA3449390						S		S						S	S	
SAMEA3449391						S		S						S	S	
SAMEA3449392						S		S						S	S	
SAMEA3449393						S		S						S	S	
SAMEA3449394						S		S						S	S	
SAMEA3449395						S		S						S	S	
SAMEA3449406						S		S						S	S	
SAMEA3449407						S		S						S	S	
SAMEA3449408						S		S						S	S	
SAMEA3449409						S		S							S	
SAMEA3449410						S		S						S	S	
SAMEA3449412						S		S						S	S	
SAMEA3449413						S		S						S	S	
SAMEA3449414						S		S						S	S	
SAMEA3449415						S		S						S	S	
SAMEA3449442						S		S							S	
SAMEA3449443						S		S						S	S	
SAMEA3449444						S		S						S	S	
SAMEA3449445						S		S						S	S	
SAMEA3449446						S		S						S	S	
SAMEA3449447						S		S						S	S	
SAMEA3449448						S		S						S	S	
SAMEA3449449						S		S						S	S	
SAMEA3449450						S		S						S	S	
SAMEA3449451						S		S						S	S	
SAMEA3449452						S		S						S	S	
SAMEA3449453						S		S						S	S	
SAMEA3449454						S		S						S	S	
SAMEA3449455						S		S						S	S	
SAMEA3449481						S		S						S	S	
SAMEA3449482						S		S						S	S	
SAMEA3449483						S		S						S	S	
SAMEA3449484						S		S						S	S	
SAMEA3449485						S		S						S	S	
SAMEA3449486						S								S	R	
SAMEA3449487						S		S						S	S	
SAMEA3449488						S		R						S	S	
SAMEA3449489						S		S						S	S	
SAMEA3449490						S		S						S	S	
SAMEA3449491						S		S						S	S	
SAMEA3449492						S		S						S	S	
SAMEA3449493						S		S						S	S	
SAMEA3449494						S		S						S	S	
SAMEA3449495						S		S						S	S	
SAMEA3449646						S		S						S	S	
SAMEA3449647						S		S						R	S	
SAMEA3449648						S		S						S	S	
SAMEA3449649						S		R						S	S	
SAMEA3449650						S		S						S	S	
SAMEA3449651						S		S						S	S	
SAMEA3449653						S		S							S	
SAMEA3449654						S		S						S	S	
SAMEA3449655						S		S						S	S	
SAMEA3449708						S		S						S	S	
SAMEA3449709						S		S						S	S	
SAMEA3449710						S		S						S	S	
SAMEA3449711						S		S						S	S	
SAMEA3449712						S		S						S	S	
SAMEA3449713						S		S						S	S	
SAMEA3449714						S		S						S	S	
SAMEA3449715						S		S						S	S	
SAMEA3449874						S		S						S	S	
SAMEA3449875						S		S						S	S	
SAMEA3449880						S		S						S	S	
SAMEA3449881						S		S							S	
SAMEA3449882						S		S						S	S	
SAMEA3449883						S		S						S	S	
SAMEA3449884						S		S						R	S	
SAMEA3449885						S		S						S	S	
SAMEA3449886						S		S						S	S	
SAMEA3449887						S		S						S	S	
SAMEA3449888						S		S						S	S	
SAMEA3449889						S		S						R	S	
SAMEA3449890						S		S						S	S	
SAMEA3449891						S		S						S	S	
SAMEA3449892						S		S						S	S	
SAMEA3449893						S		S						S	S	
SAMEA3449894						S		S						S	S	
SAMEA3449895						S		S						S	S	
SAMEA3449974						S		S						S	S	
SAMEA3449975						S		S						S	S	
SAMEA3450050						S		S						S	S	
SAMEA3450051						S		S						S	S	
SAMEA3450052						S		S						S	S	
SAMEA3450053						S		S						S	S	
SAMEA3450054						S		S						S	S	
SAMEA3450055						S		S						S	S	
SAMEA3450060						S		S						S	S	
SAMEA3450061						S		S						S	S	
SAMEA3450062						S		S						S	S	
SAMEA3450063						S		S						S	S	
SAMEA3450064						S		S						S	S	
SAMEA3450065						S		S						S	S	
SAMEA3450066						S		S						S	S	
SAMEA3450067						S		S						S	S	
SAMEA3450068						S		S						S	S	
SAMEA3450069						R								S	R	
SAMEA3450070								R						R	R	
SAMEA3450071						S		S						S	S	
SAMEA3450072						S		S						S	S	
SAMEA3450073						S		S						S	S	
SAMEA3450074						S		S						S	S	
SAMEA3450075						S		S						S	S	
SAMEA3451113						S		S						S	S	
SAMEA3451114						S		S						S	S	
SAMEA3451115						S		S						S	S	
SAMEA3451141						S		S						S	S	
SAMEA3451142						S		S						S	S	
SAMEA3451143						S		S						S	S	
SAMEA3451145						S		S						S	S	
SAMEA3451146						S		S						S	S	
SAMEA3451147						S		S							S	
SAMEA3451148						S		S						S	S	
SAMEA3451149						S		S						S	S	
SAMEA3451150						S		S						S	S	
SAMEA3451151						S									S	
SAMEA3451152						S		S						S	S	
SAMEA3451153								R						R	R	
SAMEA3451154						S		S						S	S	
SAMEA3451155						S		S						S	S	
SAMEA3451192						S		S							S	
SAMEA3451193						S		S						S	S	
SAMEA3451194						S		S						S	S	
SAMEA3451195						S		S						S	S	
SAMEA3451198						S		S						S	S	
SAMEA3451199						S		S						S	S	
SAMEA3451200						S		S						S	S	
SAMEA3451201						S		S						S	S	
SAMEA3451202						S		S						S	S	
SAMEA3451203						S		S						S	S	
SAMEA3451204						S		S						S	S	
SAMEA3451205						S		S						S	S	
SAMEA3451206						S		S						S	S	
SAMEA3451207						S		S						S	S	
SAMEA3451208						S		S						S	S	
SAMEA3451209						S		S						S	S	
SAMEA3451210						S		S						S	S	
SAMEA3451211						S		S						S	S	
SAMEA3451212						S		S						S	S	
SAMEA3451213						S		S						S	S	
SAMEA3451214						S		S						S	S	
SAMEA3451215						S		S							S	
SAMEA3451217						S		S						S	S	
SAMEA3451218						S		S						S	S	
SAMEA3451219						S		S							S	
SAMEA3451220						S		S						S	S	
SAMEA3451221						S		S						S	S	
SAMEA3451222						S		S						S	S	
SAMEA3451223						S		S						S	S	
SAMEA3451224						S		S						S	S	
SAMEA3451225						S		S							S	
SAMEA3451226						S		S						S	S	
SAMEA3451227						S		S						S	S	
SAMEA3451228						S		S						S	S	
SAMEA3451229						S		S						S	S	
SAMEA3451230						S		S						S	S	
SAMEA3451231						S		S							S	
SAMEA3451232						S		S						S	S	
SAMEA3451233						S		S						S	S	
SAMEA3451234						S		S						S	S	
SAMEA3451235						S		S						S	S	
SAMEA3451337						S		S						S	S	
SAMEA3451338						S		S						S	S	
SAMEA3451339						S		S						S	S	
SAMEA3451340						S		S						R	S	
SAMEA3451341						S		S						R	S	
SAMEA3451342						S		S						S	S	
SAMEA3451343						S		S						S	S	
SAMEA3451344						S		S						S	S	
SAMEA3451345						S		S						S	S	
SAMEA3451346						S		S						S	S	
SAMEA3451347						S		R						S	S	
SAMEA3451348						S								S	S	
SAMEA3451349						S		S						S	S	
SAMEA3451350						S		S						S	S	
SAMEA3451351						S		S							S	
SAMEA3451352						S		S						S	S	
SAMEA3451353						S		S						S	S	
SAMEA3451354						S		S						S	S	
SAMEA3451355						S		S						S	S	
SAMEA3451374						S		R						S		
SAMEA3451375						S		S						S	S	
SAMEA3451713						S		S						S	S	
SAMEA3451714						S		S						S	S	
SAMEA3451715						S		S						S	S	
SAMEA3457704						S		S						S	S	
SAMEA3457705						S		S						S	S	
SAMEA3457706						S		S						S	S	
SAMEA3457707						S		S						S	S	
SAMEA3457708						S		S						S	S	
SAMEA3457709						S		S						S	S	
SAMEA3457710						S		S						S	S	
SAMEA3457711						S		S						S	S	
SAMEA3457712						S		S						S	S	
SAMEA3457713						S		S						S	S	
SAMEA3457714						S		S						S	S	
SAMEA3457715						S		R						S	S	
SAMEA3457760						S		S							S	
SAMEA3457761						S		S						S	S	
SAMEA3457762						S		S						S	S	
SAMEA3457763						S		S						S	S	
SAMEA3457764						S		S						S	S	
SAMEA36310168						R		R						R	R	
SAMEA36322918						R		R						R	R	
SAMEA787717						S		R						S	S	
SAMEA787740						S		S						S	S	S
SAMEA961569						S		S						S	S	
SAMEA961570						S		S					S	S	S	S
SAMEA961571						S		S						S	S	
SAMEA961572						S		S						S	S	
SAMEA961574						S		S						S	S	
SAMEA961575	S			S		S		S						S	S	S
SAMEA961577						S		S						S	S	S
SAMEA961578						S		S						S	S	
SAMEA961589						S		S						S	S	
SAMEA961590						S		S						S	S	
SAMEA961591						S		S						S	S	
SAMEA961592						S		S						S	S	
SAMEA961593						S		S						S	S	
SAMEA961594						S		S						S	S	
SAMEA961596						S		S						S	S	
SAMEA961597						S		S						S	S	
SAMEA961598						S		S						S	S	
SAMEA961599						S		S						S	S	
SAMEA961600						S		S						S	S	
SAMEA961601						S		S						S	S	
SAMEA961602						S		S						S	S	
SAMEA961603				S		S		R						S	S	
SAMEA961604						S		S						S	S	
SAMEA961605						S		S						S	S	
SAMEA961606						S		S						S	S	S
SAMEA961607						S		S						S	S	
SAMEA961611	S	R	S			S		S		S				S	S	S
SAMEA961612						S		S						S	S	
SAMEA961613						S		S						S	S	
SAMEA961614						S		S						S	S	
SAMEA961615						S		S						S	S	
SAMEA961616						S		S						S	S	
SAMEA961617						S		S						S	S	
SAMEA961618						S		S						S	S	
SAMEA961619						S		S						S	S	
SAMEA961621						S		S						S	S	
SAMEA961623						S		S						S	S	
SAMEA961624						S		S						S	S	
SAMEA961625						S		S						S	S	
SAMEA961626						S		S					S	S	S	S
SAMEA961627				S		S		S						S	S	
SAMEA961628						S		S						S	S	
SAMEA961629						S		S						S	S	
SAMEA961630				S		S		S						S	S	
SAMEA961631						S		S						S	S	
SAMEA961632						S		S						S	S	
SAMEA961633						S		S						S	S	
SAMEA961634						S		S						S	S	
SAMEA961636						S		S						S	S	
SAMEA961637						S		S						S	S	
SAMEA961638						S		S						S	S	
SAMEA961642						S		S						S	S	
SAMEA961643						S		S						S	S	
SAMEA961644						S		S						S	S	S
SAMEA961645						S		S						S	S	
SAMEA961647						S		S						S	S	S
SAMEA961648						S		S						S	S	
SAMEA961649						S		S						S	S	
SAMEA961650						S		S						S	S	
SAMEA961651						S		S						S	S	
SAMEA961652						S							S	S	S	
SAMEA961653				S		S		S						S	S	
SAMEA961654				S		S		S						S	S	S
SAMEA961655						S		S						S	S	
SAMEA961656				S		S		S						S	S	
SAMEA961657						S		S						S	S	
SAMEA961658						S		S						S	S	
SAMEA961659						S		S						S	S	
SAMEA961660						S		S						S	S	
SAMEA961661						S		S						S	S	
SAMEA961662						S		S						S	S	
SAMEA961663						S		S						S	S	
SAMEA961664						S		S						S	S	S
SAMEA961665				S		S		S						S	S	R
SAMEA961666						S		S						S	S	
SAMEA961668	S		S	S		S		S						S	S	S
SAMEA961669						S		S						S	S	S
SAMEA961670						S		S						S	S	
SAMEA961671						S		S						S	S	
SAMEA961672						S		S						S	S	
SAMEA961673	S		S		S						S	S	S	S		R
SAMEA961674						S		S						S	S	
SAMEA961675						S		S						S	S	
SAMEA961676						S		S						S	S	
SAMEA961677						S		S						S	S	
SAMEA961678						S		S						S	S	
SAMEA961679						S		S						S	S	
SAMN01908743						R		R							R	
SAMN01908745						R		R							R	
SAMN01908746						S		R							R	
SAMN01908747						S		S							S	
SAMN01908748						R		R							R	
SAMN01908749						R		R							R	
SAMN01908750						R		R							R	
SAMN01908751						S		R							R	
SAMN01908752						R		R							R	
SAMN01908753						S		S							S	
SAMN01908755						S		R							R	
SAMN01908756						R		R							R	
SAMN01908757						S		R							R	
SAMN01908758						S		R							R	
SAMN01908759						S		R							R	
SAMN01908760						S		R							R	
SAMN01908761						R		R							R	
SAMN01908762						R		R							R	
SAMN01908764						S		S							S	
SAMN01908765						S		R							R	
SAMN01908766						S		R							R	
SAMN01908767						S		R							R	
SAMN01908768						S		R							R	
SAMN01908769						S		R							R	
SAMN01908770						S		R							R	
SAMN01908771						S		S							S	
SAMN01908772						R		R							R	
SAMN01908773						S		R							R	
SAMN01908774						S		R							R	
SAMN01908775						R		R							R	
SAMN01908776						S		R							R	
SAMN01908777						S		R							R	
SAMN01908778						R		R							R	
SAMN01908779						S		R							R	
SAMN01908780						R		R							R	
SAMN01908781						S		R							R	
SAMN01908782						S		R							R	
SAMN01908783						R		R							R	
SAMN01908785						R		R							R	
SAMN01908786						S		S							S	
SAMN01908787						S		S							S	
SAMN01908788						S		S							S	
SAMN01908789						R		R							R	
SAMN01908790						R		R							R	
SAMN01908791						R		R							R	
SAMN01908792						S		R							R	
SAMN01908793						R		R							R	
SAMN01908794						R		R							R	
SAMN01908795						R		R							R	
SAMN01908797						S		S							S	
SAMN01908798						S		R							R	
SAMN01908799						S		S							S	
SAMN01908800						S		S							S	
SAMN01908801						S		S							S	
SAMN01908802						S		S							S	
SAMN01908803						S		R							R	
SAMN01908804						S		R							R	
SAMN01908805						R		R							R	
SAMN01908807						R		R							R	
SAMN01908808						S		R							R	
SAMN01908809						R		R							R	
SAMN01908810						S		S							S	
SAMN01908811						R		R							R	
SAMN01908812						S		S							S	
SAMN01908813						S		R							R	
SAMN01908814						R		R							R	
SAMN01908815						S		R							R	
SAMN01908816						S		S							S	
SAMN01908817						S		S							S	
SAMN01908818						R		R							R	
SAMN01908819						S		R							R	
SAMN01908820						R		R							R	
SAMN01908821						R		R							R	
SAMN01908822						S		R							R	
SAMN01908823						R		R							R	
SAMN01908824						S		S							S	
SAMN01908825						S		R							R	
SAMN01908826						S		S							S	
SAMN01908827						S		S							S	
SAMN01908828						R		R							R	
SAMN01908829						S		S							S	
SAMN01908830						R		R							R	
SAMN01908831						R		R							R	
SAMN01908832						S		S							S	
SAMN01908833						R		R							R	
SAMN01908834						R		R							R	
SAMN01908835						R		R							R	
SAMN01908836						S		R							R	
SAMN01908837						R		R							R	
SAMN01908838						S		S							S	
SAMN01908839						R		R							R	
SAMN01908840						S		R							R	
SAMN01908841						S		R							R	
SAMN01908842						R		R							R	
SAMN01908843						S		R							R	
SAMN01908844						S		R							R	
SAMN01908845						R		R							R	
SAMN01908847						S		S							S	
SAMN01908848						S		R							R	
SAMN01908849						R		R							R	
SAMN01908850						R		R							R	
SAMN01908851						S		S							S	
SAMN01908852						S		R							R	
SAMN01908853						S		R							R	
SAMN01908854						S		S							S	
SAMN01908855						S		R							R	
SAMN01908857						S		S							S	
SAMN01908858						R		R							R	
SAMN01908859						S		S							S	
SAMN01908860						S		R							R	
SAMN01908861						R		R							R	
SAMN01908862						S		R							R	
SAMN01908863						R		R							R	
SAMN01908864						R		R							R	
SAMN01908865						R		R							R	
SAMN01908866						R		R							R	
SAMN01908867						S		R							R	
SAMN01908868						R		R							R	
SAMN01908869						R		R							R	
SAMN01908870						S		S							S	
SAMN01908871						S		R							R	
SAMN01908872						S		R							R	
SAMN01908873						R		R							R	
SAMN01908874						R		R							R	
SAMN01908875						R		R							R	
SAMN01908876						S		R							R	
SAMN01908877						R		R							R	
SAMN01908878						R		R							R	
SAMN01908879						R		R							R	
SAMN01908881						R		R							R	
SAMN01908882						S		S							S	
SAMN01908883						S		S							S	
SAMN01908884						S		S							S	
SAMN01908885						S		R							R	
SAMN01908886						R		R							R	
SAMN01908887						R		R							R	
SAMN01908888						R		R							R	
SAMN01908889						R		R							R	
SAMN01908890						R		R							R	
SAMN01908891						S		R							R	
SAMN01908892						R		R							R	
SAMN01908893						S		R							R	
SAMN01908894						S		S							S	
SAMN01908895						S		S							S	
SAMN01908896						S		S							S	
SAMN01908897						S		S							S	
SAMN01908898						S		S							S	
SAMN01908899						S		S							S	
SAMN01908900						S		S							S	
SAMN01908901						S		S							S	
SAMN01908902						S		S							S	
SAMN01908903						S		S							S	
SAMN02673323	S		S	S	S	S	S	S	S			S		R	S	S
SAMN02673324	S		S	S	S	S	S	R	S			S		S	R	S
SAMN02673326	S		S	S	S	S	S	S	S			S		S	S	
SAMN02673327	S		S	S	S		S	R	S			S		S	R	
SAMN02673329	S		S	S	S	S	S	S	S			S		S	S	
SAMN02767600	R	S	R			R		R						R	R	R
SAMN02911584						S		S						S	S	S
SAMN02943515						S		R						S	S	R
SAMN03175163		S				S		R		S					S	R
SAMN03177471	S	S	S			S		R	S	S				S	S	S
SAMN03177473	S	S	S			S		S	S	S				S	S	S
SAMN03177474	S	S	S			S		S	S	S				S	S	S
SAMN03177480	S	S	S			S		R	S	S				S	S	S
SAMN03177481	S	S	S			S		S	S	S				S	S	S
SAMN03177483	S	S	S			S		S	S	S				S	S	S
SAMN03224141	S	S	S			S		S	S	S				S	S	S
SAMN03338741						S		S						S	S	S
SAMN03647097						S		S						S	S	
SAMN03647098						S		S						S	S	
SAMN03647099						S		S						S	S	
SAMN03647100						S		S						S	S	
SAMN03647101	R		S			S		S						S	S	
SAMN03647102						S		S						S	S	
